Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868052521,Randomly generated expenses for Shopping,Shopping,35,2016-09-11,Amex Blue Cash Preferred,
1676311868052527,Randomly generated expenses for Misc Expenses,Misc Expenses,50,2016-09-12,Amex Blue Cash Preferred,
1676311868052532,Randomly generated expenses for Shopping,Shopping,5,2016-09-13,Capital One Savor,
1676311868052538,Randomly generated expenses for Shopping,Shopping,23,2016-09-14,Chase Freedom Flex,
1676311868052543,Randomly generated expenses for Gift,Gift,47,2016-09-15,Chase Freedom Flex,
1676311868052549,Randomly generated expenses for Gift,Gift,42,2016-09-16,Discover It,
1676311868052554,Randomly generated expenses for Home,Home,47,2016-09-17,Discover It,
1676311868052560,Randomly generated expenses for Food and Dining,Food and Dining,1,2016-09-18,Schwab Investor Card,Sophia
1676311868052566,Randomly generated expenses for Uncategorized,Uncategorized,33,2016-09-19,Chase Freedom Flex,
1676311868052571,Randomly generated expenses for Book,Book,21,2016-09-20,Amex Blue Cash Preferred,Sophia
1676311868052577,Randomly generated expenses for Transportation,Transportation,11,2016-09-20,Chase Freedom Flex,
1676311868052583,Randomly generated expenses for Utilities,Utilities,49,2016-09-21,Capital One Savor,
1676311868052588,Randomly generated expenses for Home,Home,14,2016-09-21,Capital One Savor,
1676311868052593,Randomly generated expenses for Shopping,Shopping,15,2016-09-21,Capital One Savor,
1676311868052598,Randomly generated expenses for Utilities,Utilities,39,2016-09-22,Amex Blue Cash Preferred,
1676311868052604,Randomly generated expenses for Home,Home,13,2016-09-23,Discover It,Ronald
1676311868052610,Randomly generated expenses for Utilities,Utilities,45,2016-09-24,Capital One Savor,
1676311868052615,Randomly generated expenses for Uncategorized,Uncategorized,3,2016-09-24,Chase Freedom Flex,
1676311868052620,Randomly generated expenses for Shopping,Shopping,48,2016-09-25,Chase Freedom Flex,Cara
1676311868052626,Randomly generated expenses for Education,Education,35,2016-09-25,Amex Blue Cash Preferred,
1676311868052631,Randomly generated expenses for Food and Dining,Food and Dining,39,2016-09-25,Amex Blue Cash Preferred,
1676311868052636,Randomly generated expenses for Pet,Pet,36,2016-09-26,Chase Freedom Flex,
1676311868052642,Randomly generated expenses for Home,Home,21,2016-09-27,Capital One Savor,
1676311868052647,Randomly generated expenses for Fees and Chargers,Fees and Chargers,49,2016-09-28,Chase Freedom Flex,
1676311868052653,Randomly generated expenses for Book,Book,5,2016-09-28,Schwab Investor Card,
1676311868052658,Randomly generated expenses for Shopping,Shopping,3,2016-09-29,Amex Blue Cash Preferred,
1676311868052663,Randomly generated expenses for Home,Home,5,2016-09-29,Capital One Savor,
1676311868052669,Randomly generated expenses for Health and Fitness,Health and Fitness,4,2016-09-30,Chase Freedom Flex,Sophia
1676311868052675,Randomly generated expenses for Kids,Kids,42,2016-10-01,Discover It,
1676311868052680,Randomly generated expenses for Health and Fitness,Health and Fitness,39,2016-10-02,Amex Blue Cash Preferred,
1676311868052686,Randomly generated expenses for Utilities,Utilities,25,2016-10-03,Amex Blue Cash Preferred,
1676311868052691,Randomly generated expenses for Education,Education,27,2016-10-03,Chase Freedom Flex,
1676311868052696,Randomly generated expenses for Misc Expenses,Misc Expenses,36,2016-10-03,Discover It,
1676311868052702,Randomly generated expenses for Utilities,Utilities,23,2016-10-04,Discover It,
1676311868052712,Randomly generated expenses for Taxes,Taxes,25,2016-10-05,Schwab Investor Card,
1676311868052718,Randomly generated expenses for Gift,Gift,4,2016-10-05,Amex Blue Cash Preferred,Cara
1676311868052724,Randomly generated expenses for Clothing,Clothing,10,2016-10-06,Schwab Investor Card,
1676311868052730,Randomly generated expenses for Taxes,Taxes,14,2016-10-07,Discover It,
1676311868052736,Randomly generated expenses for Home,Home,38,2016-10-08,Discover It,
1676311868052742,Randomly generated expenses for Pet,Pet,46,2016-10-09,Chase Freedom Flex,
1676311868052748,Randomly generated expenses for Clothing,Clothing,44,2016-10-10,Chase Freedom Flex,
1676311868052753,Randomly generated expenses for Education,Education,30,2016-10-11,Chase Freedom Flex,Justine
1676311868052759,Randomly generated expenses for Fees and Chargers,Fees and Chargers,31,2016-10-12,Discover It,
1676311868052765,Randomly generated expenses for Food and Dining,Food and Dining,35,2016-10-13,Discover It,Ronald
1676311868052770,Randomly generated expenses for Gift,Gift,23,2016-10-14,Discover It,
1676311868052776,Randomly generated expenses for Health and Fitness,Health and Fitness,2,2016-10-15,Amex Blue Cash Preferred,
1676311868052781,Randomly generated expenses for Entertainment,Entertainment,34,2016-10-16,Chase Freedom Flex,
1676311868052787,Randomly generated expenses for Kids,Kids,25,2016-10-17,Chase Freedom Flex,
1676311868052792,Randomly generated expenses for Entertainment,Entertainment,15,2016-10-18,Amex Blue Cash Preferred,Sophia
1676311868052798,Randomly generated expenses for Education,Education,30,2016-10-19,Chase Freedom Flex,
1676311868052803,Randomly generated expenses for Clothing,Clothing,25,2016-10-20,Amex Blue Cash Preferred,
1676311868052808,Randomly generated expenses for Book,Book,3,2016-10-20,Chase Freedom Flex,
1676311868052814,Randomly generated expenses for Education,Education,24,2016-10-21,Chase Freedom Flex,
1676311868052819,Randomly generated expenses for Uncategorized,Uncategorized,29,2016-10-22,Discover It,
1676311868052825,Randomly generated expenses for Food and Dining,Food and Dining,49,2016-10-23,Chase Freedom Flex,
1676311868052830,Randomly generated expenses for Food and Dining,Food and Dining,18,2016-10-24,Discover It,
1676311868052836,Randomly generated expenses for Food and Dining,Food and Dining,45,2016-10-25,Schwab Investor Card,
1676311868052841,Randomly generated expenses for Kids,Kids,43,2016-10-26,Amex Blue Cash Preferred,
1676311868052847,Randomly generated expenses for Shopping,Shopping,14,2016-10-27,Discover It,
1676311868052852,Randomly generated expenses for Transportation,Transportation,15,2016-10-27,Chase Freedom Flex,
1676311868052858,Randomly generated expenses for Food and Dining,Food and Dining,26,2016-10-28,Amex Blue Cash Preferred,Justine
1676311868052864,Randomly generated expenses for Business Services,Business Services,45,2016-10-29,Amex Blue Cash Preferred,
1676311868052869,Randomly generated expenses for Utilities,Utilities,8,2016-10-30,Discover It,
1676311868052875,Randomly generated expenses for Business Services,Business Services,50,2016-10-31,Discover It,
1676311868052880,Randomly generated expenses for Food and Dining,Food and Dining,6,2016-11-01,Capital One Savor,
1676311868052886,Randomly generated expenses for Uncategorized,Uncategorized,41,2016-11-02,Discover It,
1676311868052891,Randomly generated expenses for Education,Education,27,2016-11-03,Amex Blue Cash Preferred,
1676311868052897,Randomly generated expenses for Entertainment,Entertainment,33,2016-11-04,Chase Freedom Flex,
1676311868052902,Randomly generated expenses for Health and Fitness,Health and Fitness,25,2016-11-05,Chase Freedom Flex,
1676311868052908,Randomly generated expenses for Business Services,Business Services,35,2016-11-06,Schwab Investor Card,
1676311868052913,Randomly generated expenses for Uncategorized,Uncategorized,18,2016-11-07,Discover It,
1676311868052919,Randomly generated expenses for Kids,Kids,38,2016-11-08,Capital One Savor,
1676311868052924,Randomly generated expenses for Transportation,Transportation,29,2016-11-08,Discover It,
1676311868052929,Randomly generated expenses for Kids,Kids,3,2016-11-09,Capital One Savor,
1676311868052935,Randomly generated expenses for Food and Dining,Food and Dining,25,2016-11-10,Amex Blue Cash Preferred,
1676311868052940,Randomly generated expenses for Pet,Pet,41,2016-11-11,Capital One Savor,
1676311868052946,Randomly generated expenses for Misc Expenses,Misc Expenses,8,2016-11-12,Discover It,
1676311868052951,Randomly generated expenses for Entertainment,Entertainment,33,2016-11-12,Chase Freedom Flex,Sophia
1676311868052956,Randomly generated expenses for Transportation,Transportation,48,2016-11-13,Capital One Savor,
1676311868052962,Randomly generated expenses for Kids,Kids,28,2016-11-14,Discover It,
1676311868052968,Randomly generated expenses for Kids,Kids,42,2016-11-15,Chase Freedom Flex,
1676311868052973,Randomly generated expenses for Shopping,Shopping,41,2016-11-16,Chase Freedom Flex,
1676311868052979,Randomly generated expenses for Home,Home,6,2016-11-17,Discover It,
1676311868052992,Randomly generated expenses for Food and Dining,Food and Dining,45,2016-11-17,Capital One Savor,
1676311868052998,Randomly generated expenses for Food and Dining,Food and Dining,50,2016-11-18,Capital One Savor,Ronald
1676311868053004,Randomly generated expenses for Food and Dining,Food and Dining,32,2016-11-19,Capital One Savor,
1676311868053009,Randomly generated expenses for Food and Dining,Food and Dining,42,2016-11-20,Discover It,
1676311868053015,Randomly generated expenses for Utilities,Utilities,26,2016-11-21,Chase Freedom Flex,
1676311868053020,Randomly generated expenses for Education,Education,1,2016-11-22,Chase Freedom Flex,
1676311868053026,Randomly generated expenses for Financial,Financial,29,2016-11-23,Chase Freedom Flex,
1676311868053031,Randomly generated expenses for Gift,Gift,39,2016-11-23,Capital One Savor,
1676311868053036,Randomly generated expenses for Food and Dining,Food and Dining,9,2016-11-23,Capital One Savor,
1676311868053041,Randomly generated expenses for Personal Care,Personal Care,44,2016-11-24,Capital One Savor,
1676311868053047,Randomly generated expenses for Utilities,Utilities,35,2016-11-25,Chase Freedom Flex,
1676311868053052,Randomly generated expenses for Home,Home,9,2016-11-26,Chase Freedom Flex,
1676311868053058,Randomly generated expenses for Pet,Pet,31,2016-11-27,Chase Freedom Flex,
1676311868053063,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2016-11-28,Discover It,
1676311868053068,Randomly generated expenses for Entertainment,Entertainment,39,2016-11-28,Chase Freedom Flex,
1676311868053074,Randomly generated expenses for Uncategorized,Uncategorized,20,2016-11-29,Amex Blue Cash Preferred,
1676311868053080,Randomly generated expenses for Kids,Kids,19,2016-11-30,Chase Freedom Flex,
1676311868053086,Randomly generated expenses for Clothing,Clothing,38,2016-12-01,Discover It,
1676311868053091,Randomly generated expenses for Transportation,Transportation,14,2016-12-02,Chase Freedom Flex,
1676311868053097,Randomly generated expenses for Entertainment,Entertainment,2,2016-12-03,Schwab Investor Card,Sophia
1676311868053103,Randomly generated expenses for Utilities,Utilities,30,2016-12-04,Chase Freedom Flex,
1676311868053108,Randomly generated expenses for Transportation,Transportation,23,2016-12-05,Discover It,
1676311868053114,Randomly generated expenses for Book,Book,35,2016-12-06,Chase Freedom Flex,
1676311868053119,Randomly generated expenses for Kids,Kids,25,2016-12-07,Chase Freedom Flex,
1676311868053125,Randomly generated expenses for Uncategorized,Uncategorized,6,2016-12-08,Chase Freedom Flex,
1676311868053130,Randomly generated expenses for Clothing,Clothing,33,2016-12-09,Chase Freedom Flex,
1676311868053135,Randomly generated expenses for Kids,Kids,44,2016-12-09,Chase Freedom Flex,
1676311868053140,Randomly generated expenses for Utilities,Utilities,46,2016-12-09,Discover It,
1676311868053146,Randomly generated expenses for Fees and Chargers,Fees and Chargers,49,2016-12-10,Chase Freedom Flex,
1676311868053151,Randomly generated expenses for Food and Dining,Food and Dining,46,2016-12-11,Capital One Savor,
1676311868053169,Randomly generated expenses for Health and Fitness,Health and Fitness,47,2016-12-12,Amex Blue Cash Preferred,
1676311868053183,Randomly generated expenses for Personal Care,Personal Care,9,2016-12-13,Chase Freedom Flex,
1676311868053198,Randomly generated expenses for Food and Dining,Food and Dining,10,2016-12-14,Chase Freedom Flex,
1676311868053205,Randomly generated expenses for Food and Dining,Food and Dining,28,2016-12-15,Chase Freedom Flex,
1676311868053210,Randomly generated expenses for Clothing,Clothing,16,2016-12-16,Capital One Savor,
1676311868053216,Randomly generated expenses for Education,Education,45,2016-12-17,Discover It,
1676311868053225,Randomly generated expenses for Shopping,Shopping,9,2016-12-18,Chase Freedom Flex,
1676311868053234,Randomly generated expenses for Kids,Kids,44,2016-12-19,Chase Freedom Flex,
1676311868053240,Randomly generated expenses for Uncategorized,Uncategorized,30,2016-12-20,Capital One Savor,
1676311868053246,Randomly generated expenses for Kids,Kids,35,2016-12-20,Discover It,
1676311868053252,Randomly generated expenses for Personal Care,Personal Care,10,2016-12-21,Chase Freedom Flex,Justine
1676311868053258,Randomly generated expenses for Clothing,Clothing,22,2016-12-22,Chase Freedom Flex,
1676311868053264,Randomly generated expenses for Home,Home,25,2016-12-23,Discover It,
1676311868053271,Randomly generated expenses for Education,Education,4,2016-12-24,Discover It,Justine
1676311868053279,Randomly generated expenses for Food and Dining,Food and Dining,24,2016-12-24,Discover It,
1676311868053284,Randomly generated expenses for Clothing,Clothing,18,2016-12-24,Chase Freedom Flex,
1676311868053290,Randomly generated expenses for Uncategorized,Uncategorized,23,2016-12-25,Chase Freedom Flex,
1676311868053296,Randomly generated expenses for Taxes,Taxes,31,2016-12-26,Capital One Savor,Justine
1676311868053302,Randomly generated expenses for Book,Book,35,2016-12-27,Discover It,
1676311868053308,Randomly generated expenses for Shopping,Shopping,9,2016-12-27,Amex Blue Cash Preferred,
1676311868053314,Randomly generated expenses for Misc Expenses,Misc Expenses,12,2016-12-28,Schwab Investor Card,
1676311868053319,Randomly generated expenses for Personal Care,Personal Care,50,2016-12-29,Capital One Savor,
